,M
54129,2034
54130,605
54131,-45
54132,-401
54133,-553
54134,-1878
54135,-1862
54136,-529
54137,-649
54138,-2303
54139,-676
54140,218
54141,-1975
54142,-860
54143,-1092
54144,-1723
54145,-1541
54146,-1364
54147,-1947
54148,-1627
54149,-598
54150,-2002
54151,-2218
54152,-578
54153,-1799
54154,-613
54155,-586
54156,-152
54157,-1679
54158,-189
54159,8
54160,-1172
54161,-542
54162,922
54163,607
54164,-314
54165,746
54166,-1340
54167,149
54168,106
54169,286
54170,892
54171,-541
54172,969
54173,1362
54174,1300
54175,997
54176,231
54177,368
54178,835
54179,-515
54180,322
54181,527
54182,960
54183,898
54184,853
54185,189
54186,-1148
54187,-20
54188,-583
54189,-649
54190,-1001
54191,-694
54192,411
54193,-371
54194,-764
54195,-509
54196,808
54197,-388
54198,-188
54199,-651
54200,-1246
54201,634
54202,-913
54203,129
54204,590
54205,460
54206,274
54207,1460
54208,694
54209,776
54210,-25
54211,2569
54212,1083
54213,2020
54214,1200
54215,1911
54216,1275
54217,2532
54218,1888
54219,2028
54220,1991
54221,2200
54222,1759
54223,2315
54224,1717
54225,1864
54226,2379
54227,2170
54228,1680
54229,1025
54230,1475
54231,918
54232,800
54233,572
54234,742
54235,646
54236,112
54237,826
54238,-685
54239,978
54240,-18
54241,1207
54242,-829
54243,-1386
54244,-275
54245,-447
54246,-826
54247,-1250
54248,481
54249,-1505
54250,-1168
54251,-712
54252,-1463
54253,-468
54254,360
54255,-99
54256,154
54257,-425
54258,80
54259,-567
54260,1330
54261,-67
54262,-1119
54263,413
54264,-306
54265,615
54266,-997
54267,905
54268,580
54269,-303
54270,454
54271,466
54272,324
54273,-297
54274,550
54275,878
54276,901
54277,364
54278,988
54279,-403
54280,168
54281,-733
54282,-766
54283,-102
54284,-390
54285,-1498
54286,-1196
54287,56
54288,-1440
54289,755
54290,-1234
54291,-1084
54292,-2924
54293,-719
54294,-2780
54295,-2255
54296,-2795
54297,-3082
54298,-2455
54299,-3944
54300,-2302
54301,-3343
54302,-2573
54303,-2117
54304,-2783
54305,-1895
54306,-2048
54307,-2899
54308,-1642
54309,-321
54310,-1129
54311,-1287
54312,305
54313,-879
54314,-473
54315,-209
54316,484
54317,375
54318,66
54319,491
54320,1530
54321,679
54322,-478
54323,686
54324,119
54325,-241
54326,-81
54327,-48
54328,-594
54329,-921
54330,-1806
54331,-1701
54332,-945
54333,-1489
54334,-2214
54335,-2478
54336,-1763
54337,-2560
54338,-1476
54339,-1480
54340,-2454
54341,-1626
54342,-2914
54343,-2011
54344,-3702
54345,-1780
54346,-1693
54347,-1770
54348,-1988
54349,-2155
54350,-1299
54351,-1640
54352,-234
54353,-731
54354,157
54355,-905
54356,54
54357,578
54358,5
54359,-108
54360,845
54361,413
54362,643
54363,-22
54364,1088
54365,266
54366,1461
54367,534
54368,1298
54369,1524
54370,724
54371,377
54372,1501
54373,1990
54374,889
54375,2416
54376,2322
54377,1687
54378,1373
54379,2155
54380,1024
54381,1662
54382,1082
54383,1176
54384,1172
54385,1157
54386,1252
54387,970
54388,1931
54389,953
54390,1532
54391,1248
54392,21
54393,672
54394,-171
54395,1091
54396,-1120
54397,271
54398,-1169
54399,-612
54400,-444
54401,-650
54402,593
54403,-207
54404,297
54405,794
54406,328
54407,1822
54408,1388
54409,2560
54410,2693
54411,1917
54412,3414
54413,2590
54414,3251
54415,3077
54416,2977
54417,4298
54418,4188
54419,3397
54420,3307
54421,3194
54422,2683
54423,3266
54424,3045
54425,3047
54426,2538
54427,1994
54428,2046
54429,1537
54430,1171
54431,1670
54432,945
54433,1072
54434,86
54435,-264
54436,753
54437,365
54438,456
54439,834
54440,824
54441,35
54442,287
54443,-230
54444,-331
54445,640
54446,621
54447,352
54448,702
54449,1364
54450,666
54451,2048
54452,1906
54453,997
54454,1598
54455,2508
54456,1323
54457,2289
54458,2068
54459,1688
54460,1636
54461,806
54462,881
54463,770
54464,1522
54465,1643
54466,1926
54467,949
54468,1804
54469,1241
54470,2233
54471,687
54472,1880
54473,2155
54474,2200
54475,1742
54476,1223
54477,1198
54478,1683
54479,847
54480,1292
54481,1106
54482,1431
54483,493
54484,689
54485,1109
54486,768
54487,367
54488,579
54489,396
54490,-104
54491,-1018
54492,805
54493,-1382
54494,-940
54495,-1490
54496,-2667
54497,-2058
54498,-3063
54499,-3189
54500,-2645
54501,-2715
54502,-3344
54503,-2357
54504,-2234
54505,-1718
54506,-2696
54507,-231
54508,-1537
54509,-74
54510,-1296
54511,-439
54512,-924
54513,-521
54514,-352
54515,-43
54516,419
54517,404
54518,637
54519,120
54520,-800
54521,-718
54522,387
54523,-1056
54524,-331
54525,-1381
54526,-882
54527,-1226
54528,-2662
54529,-2310
54530,-2604
54531,-3163
54532,-3259
54533,-3918
54534,-3389
54535,-4728
54536,-4748
54537,-3217
54538,-4839
54539,-4826
54540,-5092
54541,-4779
54542,-4048
54543,-4581
54544,-3601
54545,-4577
54546,-4367
54547,-4149
54548,-4111
54549,-3405
54550,-2769
54551,-3080
54552,-2887
54553,-2130
54554,-3169
54555,-3108
54556,-3340
54557,-2254
54558,-3281
54559,-2813
54560,-2986
54561,-2524
54562,-3193
54563,-2949
54564,-2813
54565,-2749
54566,-2401
54567,-1376
54568,-2476
54569,-2237
54570,-2277
54571,-1700
54572,-1648
54573,-1638
54574,-1414
54575,-1689
54576,-1448
54577,-448
54578,-1197
54579,-1112
54580,-1262
54581,-1246
54582,-502
54583,-4
54584,-124
54585,28
54586,-466
54587,-1085
54588,-1167
54589,-329
54590,-558
54591,-839
54592,-635
54593,-1478
54594,-1037
54595,-2955
54596,-3102
54597,-3072
54598,-3644
54599,-3713
54600,-3833
54601,-3286
54602,-2891
54603,-2861
54604,-2100
54605,-1984
54606,-1147
54607,-856
54608,-493
54609,278
54610,-198
54611,370
54612,-327
54613,1495
54614,863
54615,2165
54616,2420
54617,3366
54618,2609
54619,3125
54620,3220
54621,2680
54622,3640
54623,3420
54624,3961
54625,3283
54626,4532
54627,2535
54628,3206
54629,2591
54630,1494
54631,1724
54632,648
54633,625
54634,728
54635,26
54636,209
54637,-1387
54638,-1781
54639,-1819
54640,-2179
54641,-1450
54642,-1207
54643,-1931
54644,-1871
54645,-1496
54646,-829
54647,-218
54648,-1378
54649,830
54650,39
54651,1240
54652,1363
54653,1458
54654,2108
54655,1479
54656,1297
54657,1000
54658,1652
54659,1518
54660,1316
54661,1253
54662,966
54663,1420
54664,1467
54665,1304
54666,1300
54667,1278
54668,1288
54669,3911
54670,2882
54671,3985
54672,2989
54673,3370
54674,3911
54675,2753
54676,2791
54677,2086
54678,3142
54679,2964
54680,2714
54681,2177
54682,2363
54683,3152
54684,3343
54685,3246
54686,3481
54687,2206
54688,2638
54689,2183
54690,1623
54691,1557
54692,886
54693,95
54694,-56
54695,-314
54696,-902
54697,-367
54698,-177
54699,-994
54700,-1618
54701,-1773
54702,-1354
54703,165
54704,377
54705,211
54706,509
54707,565
54708,608
54709,199
54710,696
54711,350
54712,1374
54713,2315
54714,4108
54715,2873
54716,3621
54717,3122
54718,2710
54719,3056
54720,3030
54721,4979
54722,4466
54723,5243
54724,4074
54725,3631
54726,2726
54727,2519
54728,1379
54729,1513
54730,1483
54731,1412
54732,2304
54733,2062
54734,2591
54735,531
54736,258
54737,-1057
54738,-506
54739,-1040
54740,-597
54741,-1759
54742,-1912
54743,-1983
54744,-1665
54745,-1400
54746,-975
54747,205
54748,623
54749,1139
54750,1355
54751,1556
54752,1685
54753,1956
54754,2659
54755,2970
54756,3313
54757,2066
54758,2037
54759,1330
54760,673
54761,1051
54762,854
54763,790
54764,603
54765,71
54766,1646
54767,291
54768,1003
54769,689
54770,614
54771,1303
54772,743
54773,1767
54774,1163
54775,2046
54776,1400
54777,986
54778,1076
54779,684
54780,1559
54781,863
54782,2304
54783,1365
54784,1958
54785,2480
54786,2691
54787,1888
54788,2590
54789,2019
54790,2185
54791,1168
54792,838
54793,-826
54794,74
54795,-350
54796,-21
54797,-1227
54798,-958
54799,-1749
54800,-1171
54801,-1984
54802,-1998
54803,-1906
54804,-969
54805,225
54806,55
54807,-685
54808,-1655
54809,-1319
54810,-1413
54811,-625
54812,-717
54813,95
54814,713
54815,1391
54816,950
54817,1509
54818,1228
54819,1305
54820,1730
54821,861
54822,1755
54823,1731
54824,1191
54825,776
54826,-546
54827,-865
54828,-1799
54829,-1968
54830,-1891
54831,-1237
54832,-1390
54833,-2351
54834,-2492
54835,-3536
54836,-4238
54837,-4678
54838,-4347
54839,-4771
54840,-4255
54841,-4506
54842,-4038
54843,-5198
54844,-4917
54845,-5139
54846,-4221
54847,-3292
54848,-2827
54849,-2881
54850,-2660
54851,-2649
54852,-2327
54853,-1952
54854,-1216
54855,-703
54856,-58
54857,183
54858,-508
54859,-1459
54860,-1736
54861,-2539
54862,-2081
54863,-2660
54864,-3024
54865,-2425
54866,-2055
54867,-1847
54868,-1660
54869,-2424
54870,-1759
54871,-2534
54872,-1515
54873,-2274
54874,-1085
54875,-1119
54876,-1878
54877,-1895
54878,-2170
54879,-1672
54880,-633
54881,-239
54882,-444
54883,-237
54884,-654
54885,-675
54886,-844
54887,-142
54888,-899
54889,-437
54890,-604
54891,-773
54892,319
54893,-1727
54894,-1512
54895,-2345
54896,-2449
54897,-2344
54898,-3002
54899,-3832
54900,-4113
54901,-4972
54902,-3877
54903,-2852
54904,-2734
54905,-1762
54906,-2302
54907,-1869
54908,-1729
54909,-2545
54910,-1988
54911,-1684
54912,-1731
54913,-1332
54914,-1004
54915,-642
54916,-1059
54917,-191
54918,52
54919,1628
54920,1244
54921,1186
54922,2178
54923,2007
54924,1470
54925,1010
54926,98
54927,-158
54928,-357
54929,-280
54930,-59
54931,-39
54932,-9
54933,-1261
54934,-1488
54935,-2093
54936,-2584
54937,-2598
54938,-2523
54939,-2682
54940,-3015
54941,-2047
54942,-2177
54943,-2529
54944,-2318
54945,-2601
54946,-2666
54947,-2135
54948,-1223
54949,-1213
54950,-707
54951,-1333
54952,-860
54953,-1064
54954,494
54955,644
54956,1431
54957,1045
54958,1429
54959,1141
54960,721
54961,-672
54962,-1031
54963,-1311
54964,-1184
54965,-1654
54966,-1842
54967,-1655
54968,-1855
54969,-1422
54970,-1559
54971,-1233
54972,218
54973,-518
54974,-368
54975,-1046
54976,-1649
54977,-1111
54978,-1243
54979,-729
54980,-525
54981,-711
54982,-140
54983,125
54984,290
54985,774
54986,1195
54987,2123
54988,2812
54989,3010
54990,2619
54991,3829
54992,2427
54993,3143
54994,2662
54995,2309
54996,1402
54997,833
54998,-702
54999,-1198
55000,-1133
55001,-1497
55002,-661
55003,-988
55004,100
55005,289
55006,122
55007,238
55008,476
55009,1284
55010,1921
55011,2034
55012,2257
55013,1734
55014,2133
55015,1567
55016,1191
55017,1824
55018,1852
55019,3602
55020,4267
55021,4417
55022,3582
55023,3449
55024,2644
55025,2726
55026,1453
55027,1542
55028,1378
55029,878
55030,321
55031,-593
55032,-1082
55033,-872
55034,-1159
55035,-976
55036,-876
55037,-1071
55038,-1081
55039,-915
55040,-1178
55041,-2317
55042,-1596
55043,-1342
55044,-484
55045,120
55046,983
55047,859
55048,1024
55049,854
55050,1892
55051,2477
55052,3368
55053,3658
55054,4897
55055,5025
55056,5790
55057,5133
55058,4803
55059,4088
55060,4340
55061,4199
55062,3595
55063,3283
55064,3045
55065,3440
55066,3309
55067,2817
55068,2568
55069,3466
55070,3716
55071,4026
55072,3421
55073,3198
55074,2808
55075,3160
55076,3578
55077,3300
55078,2728
55079,2840
55080,3047
55081,2592
55082,3876
55083,4479
55084,5121
55085,5483
55086,5140
55087,4402
55088,5201
55089,5462
55090,6000
55091,6330
55092,5883
55093,4884
55094,4518
55095,4484
55096,3201
55097,1923
55098,1627
55099,979
55100,1736
55101,644
55102,382
55103,377
55104,476
55105,429
55106,188
55107,19
55108,956
55109,1371
55110,1421
55111,1200
55112,1643
55113,1820
55114,2246
55115,2273
55116,3096
55117,3144
55118,3828
55119,4534
55120,4849
55121,4833
55122,4008
55123,3298
55124,2381
55125,1198
55126,564
55127,976
55128,1161
55129,787
55130,215
55131,606
55132,-654
55133,-328
55134,-1515
55135,-891
55136,-1716
55137,-789
55138,-1826
55139,-1741
55140,-1218
55141,-2090
55142,-1823
55143,-2751
55144,-2357
55145,-2110
55146,-713
55147,444
55148,-59
55149,-393
55150,-808
55151,-525
55152,366
55153,1426
55154,610
55155,830
55156,610
55157,-444
55158,-777
55159,-1785
55160,-2132
55161,-3063
55162,-2785
55163,-2685
55164,-2384
55165,-2004
55166,-3301
55167,-2912
55168,-2545
55169,-2438
55170,-1408
55171,-2209
55172,-1837
55173,-3816
55174,-3458
55175,-4271
55176,-3545
55177,-3286
55178,-2842
55179,-2508
55180,-1707
55181,-1338
55182,-1474
55183,-425
55184,-1271
55185,991
55186,615
55187,545
55188,33
55189,-742
55190,-917
55191,-610
55192,667
55193,670
55194,403
55195,372
55196,-77
55197,-848
55198,-1993
55199,-3387
55200,-3252
55201,-3559
55202,-3241
55203,-3185
55204,-3223
55205,-3118
55206,-4175
55207,-4628
55208,-3719
55209,-2983
55210,-1116
55211,-1413
55212,-1486
55213,-2657
55214,-2638
55215,-2388
55216,-1607
55217,-739
55218,-85
55219,464
55220,-496
55221,-2109
55222,-3138
55223,-4144
55224,-5116
55225,-4587
55226,-4493
55227,-3151
55228,-3505
55229,-4059
55230,-4362
55231,-4935
55232,-5312
55233,-4559
55234,-4778
55235,-4108
55236,-4664
55237,-4199
55238,-4960
55239,-5652
55240,-6275
55241,-5486
55242,-4412
55243,-3906
55244,-2840
55245,-2216
55246,-2514
55247,-1272
55248,-838
55249,-186
55250,-591
55251,-1363
55252,-1600
55253,-1732
55254,-790
55255,-826
55256,-143
55257,-415
55258,-165
55259,-650
55260,-529
55261,-1810
55262,-2645
55263,-2600
55264,-3753
55265,-3512
55266,-3373
55267,-2709
55268,-2176
55269,-2849
55270,-3317
55271,-4196
55272,-3861
55273,-3637
55274,-2305
55275,-2691
55276,-2749
55277,-3702
55278,-3792
55279,-3293
55280,-3208
55281,-2374
55282,-1810
55283,-1941
55284,-2043
55285,-2521
55286,-2651
55287,-2455
55288,-2894
55289,-3243
55290,-2325
55291,-399
55292,-149
55293,557
55294,754
55295,70
55296,-1044
55297,-511
55298,-1293
55299,-1296
55300,-1085
55301,-2432
55302,-2559
55303,-3213
55304,-3399
55305,-1959
55306,-2116
55307,-834
55308,-1501
55309,-94
55310,197
55311,1494
55312,1728
55313,1978
55314,1484
55315,504
55316,538
55317,751
55318,1581
55319,2026
55320,1824
55321,2153
55322,1141
55323,1222
55324,631
55325,-1
55326,-757
55327,-780
55328,-457
55329,-10
55330,145
55331,277
55332,5
55333,-3
55334,-291
55335,-289
55336,97
55337,579
55338,1095
55339,1299
55340,-40
55341,-518
55342,-625
55343,897
55344,901
55345,987
55346,802
55347,277
55348,680
55349,1128
55350,1200
55351,1649
55352,262
55353,691
55354,1894
55355,2797
55356,3060
55357,2631
55358,2641
55359,2483
55360,2507
55361,2512
55362,2559
55363,1863
55364,1641
55365,1536
55366,1797
55367,2278
55368,2826
55369,3699
55370,3867
55371,3355
55372,3209
55373,3438
55374,3929
55375,3594
55376,4061
55377,3857
55378,3581
55379,2937
55380,2653
55381,2673
55382,3399
55383,4567
55384,4763
55385,5781
55386,6379
55387,5527
55388,5532
55389,5217
55390,5127
55391,6022
55392,5845
55393,7335
55394,6908
55395,6631
55396,6522
55397,5519
55398,4697
55399,4740
55400,3893
55401,5617
55402,4766
55403,4442
55404,3038
55405,3179
55406,3360
55407,4077
55408,4136
55409,3936
55410,2815
55411,2952
55412,2205
55413,1980
55414,1895
55415,862
55416,1582
55417,709
55418,2284
55419,2788
55420,1836
55421,1528
55422,688
55423,544
55424,793
55425,1269
55426,590
55427,-517
55428,-655
55429,-1478
55430,-928
55431,-140
55432,164
55433,1175
55434,1732
55435,2287
55436,1823
55437,2276
55438,2461
55439,2906
55440,2513
55441,2597
55442,1128
55443,856
55444,687
55445,1288
55446,2117
55447,2014
55448,2605
55449,2929
55450,2975
55451,2649
55452,887
55453,1353
55454,1072
55455,1038
55456,1637
55457,1680
55458,2342
55459,2032
55460,1325
55461,836
55462,50
55463,126
55464,1046
55465,1757
55466,1877
55467,792
55468,1176
55469,766
55470,1014
55471,816
55472,-186
55473,-919
55474,-559
55475,-1173
55476,-1179
55477,-1928
55478,-3259
55479,-3687
55480,-4274
55481,-2963
55482,-1835
55483,-935
55484,-699
55485,16
55486,-11
55487,332
55488,767
55489,1073
55490,436
55491,1175
55492,494
55493,641
55494,-52
55495,647
55496,1294
55497,1339
55498,955
55499,733
55500,1066
55501,1103
55502,1877
55503,1740
55504,1432
55505,-73
55506,111
55507,-725
55508,122
55509,-619
55510,53
55511,-822
55512,-618
55513,-64
55514,-984
55515,-1838
55516,-2360
55517,-3269
55518,-1951
55519,-1807
55520,-1448
55521,-1578
55522,-771
55523,-1574
55524,-1458
55525,-2275
55526,-2897
55527,-3203
55528,-2719
55529,-2437
55530,-1847
55531,-1611
55532,-2195
55533,-1712
55534,-1352
55535,-809
55536,-859
55537,-1999
55538,-2250
55539,-3008
55540,-2800
55541,-3418
55542,-3975
55543,-5370
55544,-4884
55545,-4883
55546,-3354
55547,-3201
55548,-2481
55549,-2472
55550,-1703
55551,-1141
55552,-1390
55553,-1918
55554,-3109
55555,-3349
55556,-2632
55557,-2819
55558,-2343
55559,-1850
55560,-1601
55561,-1870
55562,-2157
55563,-1629
55564,-1216
55565,458
55566,-170
55567,657
55568,-125
55569,-1344
55570,-1844
55571,-2007
55572,-1959
55573,-1724
55574,-1766
55575,-2195
55576,-1836
55577,-3026
55578,-4865
55579,-5267
55580,-5222
55581,-4648
55582,-3231
55583,-3118
55584,-2043
55585,-2084
55586,-1219
55587,-1338
55588,-427
55589,-1347
55590,-866
55591,-241
55592,256
55593,870
55594,414
55595,788
55596,277
55597,1481
55598,1141
55599,1450
55600,-366
55601,-1095
55602,-553
55603,-1554
55604,-1514
55605,-2132
55606,-3077
55607,-3185
55608,-4355
55609,-3512
55610,-3852
55611,-2824
55612,-3088
55613,-2754
55614,-2803
55615,-2814
55616,-2644
55617,-3556
55618,-4205
55619,-4498
55620,-3493
55621,-3834
55622,-2893
55623,-3406
55624,-2206
55625,-2369
55626,-1951
55627,-1760
55628,-1840
55629,-949
55630,-381
55631,-71
55632,61
55633,39
55634,349
55635,788
55636,748
55637,1301
55638,1170
55639,1737
55640,732
55641,-464
55642,-1416
55643,-1809
55644,-2005
55645,-2325
55646,-2268
55647,-863
55648,-1386
55649,424
55650,-109
55651,-69
55652,-577
55653,-416
55654,-228
55655,-4
55656,998
55657,1273
55658,1397
55659,642
55660,1535
55661,636
55662,1758
55663,676
55664,232
55665,335
55666,569
55667,1020
55668,330
55669,-757
55670,-536
55671,-879
55672,295
55673,80
55674,616
55675,460
55676,565
55677,244
55678,38
55679,-323
55680,-1474
55681,-1142
55682,-566
55683,-531
55684,403
55685,267
55686,1139
55687,3034
55688,3374
55689,3750
55690,4160
55691,4702
55692,5594
55693,6063
55694,6882
55695,5198
55696,5097
55697,4509
55698,4882
55699,4903
55700,4371
55701,4724
55702,4866
55703,4511
55704,4420
55705,2859
55706,1676
55707,1584
55708,1070
55709,1568
55710,1678
55711,1472
55712,1682
55713,1113
55714,833
55715,266
55716,292
55717,7
55718,427
55719,512
55720,217
55721,-339
55722,-55
55723,-212
55724,335
55725,583
55726,211
55727,-86
55728,-787
55729,-892
55730,-835
55731,-855
55732,-1041
55733,-827
55734,-896
55735,-490
55736,-179
55737,191
55738,-29
55739,868
55740,-12
55741,-163
55742,-432
55743,-1681
55744,-2516
55745,-3062
55746,-2885
55747,-2366
55748,-1530
55749,-452
55750,-921
55751,5
55752,188
55753,111
55754,1580
55755,1818
55756,3135
55757,3405
55758,2385
55759,2171
55760,1230
55761,1670
55762,1806
55763,1764
55764,1583
55765,2345
55766,2359
55767,2507
55768,1253
55769,521
55770,574
55771,330
55772,455
55773,636
55774,1007
55775,22
55776,-551
55777,-134
55778,-613
55779,-325
55780,-831
55781,-1510
55782,-2120
55783,-1085
55784,200
55785,895
55786,1027
55787,1345
55788,2100
55789,2886
55790,2615
55791,1775
55792,1764
55793,2406
55794,2470
55795,1571
55796,1175
55797,644
55798,704
55799,134
55800,337
55801,809
55802,1152
55803,1720
55804,1450
55805,971
55806,315
55807,389
55808,-1131
55809,-1126
55810,-1755
55811,-1681
55812,-1623
55813,-1078
55814,-1563
55815,-1721
55816,-1552
55817,-1282
55818,-410
55819,201
55820,-230
55821,2
55822,-381
55823,-580
55824,-565
55825,324
55826,107
55827,-239
55828,391
55829,1055
55830,906
55831,140
55832,-47
55833,-1058
55834,196
55835,-70
55836,1126
55837,431
55838,833
55839,4
55840,161
55841,-206
55842,-892
55843,-2016
55844,-2269
55845,-1862
55846,-1981
55847,-1272
55848,-927
55849,-1436
55850,-11
55851,54
55852,512
55853,928
55854,488
55855,147
55856,52
55857,-149
55858,-393
55859,-744
55860,-1595
55861,-1756
55862,-1622
55863,-1633
55864,-989
55865,-163
55866,-104
55867,488
55868,831
55869,752
55870,-191
55871,-745
55872,-1908
55873,-2192
55874,-1817
55875,-2762
55876,-1855
55877,-2132
55878,-1966
55879,-2336
55880,-1679
55881,-2060
55882,-767
55883,-506
55884,-12
55885,566
55886,385
55887,616
55888,1308
55889,1272
55890,2414
55891,2475
55892,3277
55893,3193
55894,2916
55895,2294
55896,1744
55897,1547
55898,1424
55899,2045
55900,1592
55901,1368
55902,1289
55903,1318
55904,1052
55905,1972
55906,1058
55907,339
55908,-95
55909,-1094
55910,-557
55911,-934
55912,-137
55913,-1091
55914,-456
