,M
51593,-88
51594,-170
51595,-192
51596,-173
51597,-263
51598,-220
51599,-66
51600,56
51601,6
51602,-131
51603,-154
51604,-283
51605,-159
51606,-70
51607,18
51608,186
51609,354
51610,430
51611,222
51612,65
51613,116
51614,134
51615,95
51616,-6
51617,-348
51618,-315
51619,-160
51620,-273
51621,-247
51622,-156
51623,61
51624,102
51625,29
51626,-150
51627,-227
51628,-130
51629,-31
51630,-24
51631,-180
51632,-155
51633,-157
51634,-97
51635,-188
51636,-107
51637,-52
51638,23
51639,-77
51640,-219
51641,-191
51642,-139
51643,59
51644,143
51645,257
51646,63
51647,-64
51648,-19
51649,19
51650,315
51651,340
51652,402
51653,352
51654,340
51655,261
51656,362
51657,323
51658,151
51659,135
51660,48
51661,127
51662,89
51663,178
51664,133
51665,121
51666,54
51667,49
51668,-65
51669,-27
51670,190
51671,293
51672,255
51673,182
51674,195
51675,51
51676,140
51677,201
51678,110
51679,162
51680,-83
51681,-132
51682,-156
51683,19
51684,-49
51685,-106
51686,-195
51687,-268
51688,-270
51689,-319
51690,-305
51691,-374
51692,-437
51693,-318
51694,-325
51695,-254
51696,-250
51697,-306
51698,-237
51699,38
51700,65
51701,113
51702,40
51703,-143
51704,-73
51705,-35
51706,-15
51707,76
51708,236
51709,159
51710,105
51711,56
51712,-61
51713,-105
51714,21
51715,151
51716,217
51717,248
51718,137
51719,68
51720,-223
51721,-127
51722,-83
51723,83
51724,184
51725,142
51726,77
51727,5
51728,120
51729,157
51730,266
51731,306
51732,27
51733,-165
51734,-276
51735,-254
51736,-93
51737,90
51738,11
51739,56
51740,-223
51741,-159
51742,-196
51743,-159
51744,-97
51745,-82
51746,-35
51747,-130
51748,-195
51749,-137
51750,-197
51751,-174
51752,-322
51753,-123
51754,-39
51755,-32
51756,88
51757,-47
51758,-147
51759,-46
51760,-212
51761,-145
51762,40
51763,278
51764,316
51765,136
51766,31
51767,-19
51768,258
51769,431
51770,395
51771,429
51772,510
51773,449
51774,308
51775,113
51776,163
51777,106
51778,9
51779,80
51780,13
51781,-16
51782,70
51783,74
51784,131
51785,105
51786,184
51787,196
51788,136
51789,14
51790,-45
51791,-133
51792,-265
51793,-251
51794,-134
51795,-220
51796,-176
51797,-295
51798,-294
51799,-248
51800,-184
51801,-97
51802,63
51803,212
51804,385
51805,215
51806,263
51807,185
51808,94
51809,64
51810,-23
51811,-116
51812,-167
51813,-103
51814,91
51815,-110
51816,-151
51817,-121
51818,-97
51819,-52
51820,-137
51821,-154
51822,-177
51823,-167
51824,-150
51825,-356
51826,-326
51827,-301
51828,-192
51829,-344
51830,-351
51831,-245
51832,-230
51833,-82
51834,-168
51835,-220
51836,-216
51837,-226
51838,-185
51839,-60
51840,-130
51841,111
51842,75
51843,-1
51844,173
51845,57
51846,118
51847,115
51848,247
51849,269
51850,160
51851,239
51852,13
51853,-88
51854,-89
51855,-46
51856,54
51857,29
51858,147
51859,242
51860,312
51861,446
51862,491
51863,381
51864,582
51865,531
51866,597
51867,513
51868,418
51869,309
51870,331
51871,325
51872,80
51873,-2
51874,-61
51875,-154
51876,-122
51877,-149
51878,-29
51879,66
51880,90
51881,187
51882,73
51883,10
51884,13
51885,-114
51886,-208
51887,-301
51888,-310
51889,-359
51890,-433
51891,-538
51892,-572
51893,-422
51894,-321
51895,-273
51896,-174
51897,-164
51898,-37
51899,3
51900,-47
51901,-28
51902,49
51903,90
51904,146
51905,136
51906,17
51907,-70
51908,-168
51909,-245
51910,-413
51911,-352
51912,-320
51913,-9
51914,6
51915,45
51916,286
51917,196
51918,132
51919,40
51920,-112
51921,-88
51922,31
51923,7
51924,-83
51925,-103
51926,-33
51927,77
51928,12
51929,48
51930,70
51931,219
51932,172
51933,174
51934,38
51935,10
51936,134
51937,40
51938,99
51939,58
51940,63
51941,-26
51942,55
51943,-141
51944,-64
51945,-43
51946,255
51947,304
51948,200
51949,-21
51950,-106
51951,-133
51952,-155
51953,-88
51954,-30
51955,20
51956,76
51957,-17
51958,-127
51959,-83
51960,25
51961,106
51962,233
51963,246
51964,246
51965,90
51966,48
51967,122
51968,141
51969,28
51970,50
51971,-32
51972,-80
51973,73
51974,98
51975,-104
51976,-128
51977,-29
51978,48
51979,59
51980,-1
51981,39
51982,-15
51983,-64
51984,-156
51985,-243
51986,-235
51987,-159
51988,-140
51989,-207
51990,-159
51991,-177
51992,-242
51993,-129
51994,-111
51995,11
51996,103
51997,232
51998,324
51999,342
52000,288
52001,255
52002,361
52003,140
52004,27
52005,-7
52006,-139
52007,-52
52008,-64
52009,-18
52010,-116
52011,-13
52012,56
52013,86
52014,98
52015,114
52016,131
52017,-64
52018,-109
52019,-320
52020,-305
52021,-276
52022,-201
52023,-277
52024,-234
52025,-202
52026,-294
52027,-87
52028,66
52029,247
52030,296
52031,155
52032,137
52033,43
52034,-26
52035,-2
52036,-64
52037,-145
52038,-170
52039,-116
52040,-153
52041,-140
52042,17
52043,-46
52044,-76
52045,-209
52046,-312
52047,-239
52048,-113
52049,19
52050,7
52051,-71
52052,-78
52053,31
52054,37
52055,5
52056,-87
52057,-93
52058,33
52059,73
52060,121
52061,141
52062,238
52063,227
52064,129
52065,213
52066,219
52067,328
52068,308
52069,344
52070,397
52071,218
52072,188
52073,145
52074,-7
52075,120
52076,73
52077,177
52078,154
52079,191
52080,159
52081,151
52082,138
52083,42
52084,28
52085,20
52086,-37
52087,93
52088,-35
52089,-43
52090,3
52091,-72
52092,-38
52093,-27
52094,-131
52095,-75
52096,-79
52097,34
52098,-189
52099,-367
52100,-361
52101,-355
52102,-180
52103,-191
52104,-30
52105,-84
52106,-158
52107,-20
52108,-115
52109,-120
52110,-22
52111,-46
52112,-23
52113,-9
52114,60
52115,-22
52116,-4
52117,-140
52118,-83
52119,-236
52120,-268
52121,-269
52122,-281
52123,-172
52124,-216
52125,-144
52126,-38
52127,203
52128,137
52129,105
52130,195
52131,89
52132,211
52133,49
52134,159
52135,121
52136,-84
52137,-196
52138,-394
52139,-330
52140,-330
52141,-84
52142,6
52143,-109
52144,1
52145,168
52146,81
52147,217
52148,137
52149,126
52150,45
52151,3
52152,111
52153,122
52154,96
52155,228
52156,228
52157,217
52158,269
52159,171
52160,182
52161,274
52162,343
52163,314
52164,333
52165,415
52166,221
52167,276
52168,111
52169,7
52170,-13
52171,-120
52172,-37
52173,-164
52174,-97
52175,-109
52176,8
52177,105
52178,40
52179,111
52180,-49
52181,-99
52182,-128
52183,-77
52184,-67
52185,-94
52186,-57
52187,-84
52188,-68
52189,-199
52190,-115
52191,-189
52192,-32
52193,-109
52194,-164
52195,-123
52196,-119
52197,-7
52198,-73
52199,-47
52200,-179
52201,-228
52202,-139
52203,-110
52204,-57
52205,-69
52206,29
52207,100
52208,5
52209,15
52210,130
52211,-77
52212,132
52213,35
52214,99
52215,83
52216,-9
52217,-89
52218,-211
52219,-169
52220,-151
52221,-16
52222,106
52223,28
52224,-17
52225,-16
52226,-81
52227,-94
52228,20
52229,104
52230,126
52231,-53
52232,-24
52233,0
52234,102
52235,83
52236,104
52237,180
52238,174
52239,227
52240,67
52241,-20
52242,-49
52243,-27
52244,-47
52245,-145
52246,-236
52247,-136
52248,-51
52249,-71
52250,-106
52251,-99
52252,26
52253,60
52254,7
52255,66
52256,75
52257,207
52258,261
52259,210
52260,91
52261,54
52262,44
52263,108
52264,175
52265,180
52266,217
52267,228
52268,166
52269,60
52270,47
52271,57
52272,164
52273,24
52274,46
52275,-43
52276,85
52277,112
52278,77
52279,-74
52280,-195
52281,-106
52282,-79
52283,-127
52284,-59
52285,4
52286,66
52287,8
52288,-21
52289,-127
52290,16
52291,29
52292,117
52293,-29
52294,-119
52295,9
52296,-59
52297,20
52298,31
52299,29
52300,29
52301,45
52302,15
52303,-82
52304,30
52305,156
52306,125
52307,-16
52308,-115
52309,-140
52310,-102
52311,-40
52312,-52
52313,-79
52314,-28
52315,42
52316,-21
52317,-85
52318,-95
52319,-104
52320,-184
52321,-218
52322,-320
52323,-262
52324,-83
52325,-128
52326,-131
52327,-126
52328,-89
52329,20
52330,61
52331,148
52332,334
52333,362
52334,279
52335,166
52336,64
52337,41
52338,55
52339,74
52340,-105
52341,-95
52342,-141
52343,-98
52344,-128
52345,-143
52346,-44
52347,-15
52348,6
52349,-80
52350,4
52351,-106
52352,-56
52353,-68
52354,-177
52355,-206
52356,-64
52357,-40
52358,-10
52359,24
52360,138
52361,354
52362,331
52363,251
52364,85
52365,160
52366,288
52367,322
52368,330
52369,235
52370,177
52371,80
52372,66
52373,110
52374,133
52375,216
52376,202
52377,80
52378,39
52379,-2
52380,-17
52381,47
52382,58
52383,74
52384,52
52385,-48
52386,-79
52387,-101
52388,-81
52389,-102
52390,-53
52391,-22
52392,-176
52393,-157
52394,-192
52395,-71
52396,-55
52397,17
52398,-12
52399,-74
52400,-89
52401,-17
52402,36
52403,76
52404,98
52405,-31
52406,-35
52407,-68
52408,-82
52409,-58
52410,-111
52411,-77
52412,-193
52413,-107
52414,-220
52415,-85
52416,-13
52417,8
52418,-50
52419,-260
52420,-389
52421,-348
52422,-209
52423,-23
52424,99
52425,55
52426,61
52427,45
52428,85
52429,70
52430,106
52431,160
52432,117
52433,134
52434,123
52435,125
52436,117
52437,52
52438,-20
52439,-75
52440,-124
52441,-129
52442,-132
52443,-78
52444,1
52445,-57
52446,-4
52447,-44
52448,44
52449,-30
52450,-125
52451,-69
52452,-153
52453,-106
52454,-88
52455,1
52456,-29
52457,-9
52458,198
52459,208
52460,281
52461,343
52462,367
52463,423
52464,438
52465,452
52466,416
52467,333
52468,214
52469,95
52470,-9
52471,-53
52472,-70
52473,-6
52474,47
52475,115
52476,120
52477,0
52478,22
52479,-18
52480,-17
52481,47
52482,13
52483,-52
52484,-156
52485,-159
52486,-176
52487,-286
52488,-340
52489,-231
52490,-210
52491,-75
52492,-65
52493,2
52494,-176
52495,-101
52496,-91
52497,-102
52498,79
52499,72
52500,138
52501,38
52502,-63
52503,24
52504,35
52505,6
52506,-13
52507,-162
52508,-187
52509,-74
52510,-31
52511,-5
52512,-74
52513,-89
52514,-177
52515,-119
52516,-54
52517,-74
52518,28
52519,-3
52520,-52
52521,-141
52522,-144
52523,35
52524,118
52525,66
52526,125
52527,89
52528,34
52529,59
52530,67
52531,64
52532,46
52533,57
52534,22
52535,41
52536,84
52537,144
52538,98
52539,-37
52540,-85
52541,-92
52542,-112
52543,-87
52544,-108
52545,-126
52546,-80
52547,-161
52548,-103
52549,-151
52550,-105
52551,-59
52552,-140
52553,-28
52554,-12
52555,173
52556,232
52557,275
52558,291
52559,262
52560,275
52561,336
52562,186
52563,225
52564,200
52565,160
52566,152
52567,88
52568,23
52569,-52
52570,-76
52571,25
52572,42
52573,-47
52574,-120
52575,-80
52576,15
52577,54
52578,130
52579,-81
52580,-160
52581,-190
52582,-287
52583,-180
52584,-149
52585,-2
52586,76
52587,66
52588,88
52589,111
52590,184
52591,146
52592,145
52593,45
52594,-78
52595,-69
52596,-191
52597,-201
52598,-130
52599,-205
52600,-16
52601,43
52602,60
52603,13
52604,80
52605,57
52606,1
52607,68
52608,-9
52609,42
52610,41
52611,-67
52612,-63
52613,-111
52614,-184
52615,-227
52616,-166
52617,-228
52618,-91
52619,-235
52620,-166
52621,-172
52622,10
52623,96
52624,45
52625,32
52626,-75
52627,-109
52628,-146
52629,-64
52630,68
52631,206
52632,216
52633,212
52634,73
52635,63
52636,-60
52637,-57
52638,52
52639,72
52640,119
52641,-90
52642,-167
52643,-140
52644,-125
52645,-77
52646,-114
52647,-116
52648,-250
52649,-241
52650,-167
52651,-169
52652,8
52653,166
52654,95
52655,58
52656,83
52657,75
52658,129
52659,112
52660,171
52661,99
52662,112
52663,127
52664,55
52665,281
52666,323
52667,412
52668,361
52669,245
52670,162
52671,0
52672,114
52673,140
52674,124
52675,140
52676,-30
52677,-110
52678,-108
52679,-132
52680,-67
52681,-64
52682,-113
52683,-56
52684,-31
52685,69
52686,95
52687,103
52688,187
52689,15
52690,31
52691,-103
52692,-37
52693,-31
52694,79
52695,28
52696,-47
52697,-79
52698,-61
52699,-131
52700,-106
52701,-134
52702,-96
52703,-59
52704,-9
52705,-55
52706,-127
52707,-112
52708,-193
52709,-231
52710,-212
52711,-201
52712,-136
52713,-171
52714,-138
52715,-63
52716,-213
52717,-104
52718,-121
52719,-94
52720,30
52721,20
52722,0
52723,15
52724,-15
52725,30
52726,35
52727,67
52728,-24
52729,-43
52730,-62
52731,-188
52732,-68
52733,-122
52734,-117
52735,-37
52736,-24
52737,134
52738,231
52739,261
52740,252
52741,207
52742,73
52743,3
52744,-44
52745,-94
52746,-122
52747,-161
52748,-191
52749,-175
52750,-244
52751,-221
52752,-128
52753,-132
52754,-55
52755,37
52756,88
52757,170
52758,137
52759,208
52760,222
52761,201
52762,224
52763,153
52764,178
52765,254
52766,265
52767,329
52768,258
52769,248
52770,225
52771,39
52772,177
52773,27
52774,51
52775,51
52776,-117
52777,-30
52778,-120
52779,-84
52780,-229
52781,-302
52782,-249
52783,-255
52784,-98
52785,-61
52786,32
52787,63
52788,68
52789,45
52790,-44
52791,-190
52792,-164
52793,-155
52794,-211
52795,-189
52796,-293
52797,-118
52798,-10
52799,-32
52800,-60
52801,-78
52802,-8
52803,10
52804,-35
52805,-55
52806,-62
52807,-46
52808,-146
52809,-146
52810,-152
52811,-152
52812,-39
52813,-98
52814,-224
52815,-261
52816,-109
52817,45
52818,77
52819,105
52820,90
52821,127
52822,96
52823,92
52824,-19
52825,-26
52826,35
52827,76
52828,-47
52829,-11
52830,-43
52831,27
52832,57
52833,-20
52834,64
52835,76
52836,49
52837,108
52838,48
52839,171
52840,132
52841,-12
52842,-129
52843,-236
52844,-181
52845,-249
52846,-253
52847,-250
52848,-265
52849,-115
52850,-81
52851,-80
52852,-49
52853,-45
52854,68
52855,69
52856,22
52857,-24
52858,33
52859,141
52860,205
52861,253
52862,300
52863,273
52864,272
52865,156
52866,78
52867,96
52868,128
52869,123
52870,-7
52871,35
52872,24
52873,24
52874,102
52875,50
52876,-21
52877,-9
52878,-5
52879,-5
52880,-164
52881,-154
52882,-138
52883,-176
52884,-118
52885,-159
52886,-63
52887,-121
52888,-78
52889,-95
52890,-105
52891,58
52892,92
52893,76
52894,96
52895,126
52896,42
52897,50
52898,1
52899,-5
52900,21
52901,36
52902,49
52903,-86
52904,-40
52905,-57
52906,-13
52907,-24
52908,40
52909,181
52910,159
52911,95
52912,79
52913,-64
52914,-88
52915,-160
52916,-210
52917,-218
52918,-342
52919,-319
52920,-326
52921,-384
52922,-385
52923,-273
52924,-85
52925,-71
52926,2
52927,-139
52928,-41
52929,26
52930,-3
52931,50
52932,-60
52933,69
52934,139
52935,213
52936,95
52937,59
52938,83
52939,9
52940,18
52941,-13
52942,46
52943,116
52944,136
52945,-101
52946,-63
52947,-19
52948,-31
52949,57
52950,-41
52951,18
52952,-63
52953,-52
52954,-39
52955,-17
52956,48
52957,52
52958,78
52959,30
52960,116
52961,128
52962,168
52963,219
52964,237
52965,250
52966,306
52967,341
52968,248
52969,287
52970,71
52971,53
52972,-19
52973,25
52974,-8
52975,-6
52976,1
52977,-51
52978,-48
52979,-194
52980,-105
52981,-5
52982,-52
52983,-51
52984,-53
52985,-122
52986,-122
52987,7
52988,12
52989,82
52990,29
52991,46
52992,-64
52993,-121
52994,-152
52995,-103
52996,37
52997,-22
52998,-17
52999,-150
53000,-86
53001,-58
53002,-2
53003,33
53004,55
53005,5
53006,-68
53007,-115
53008,-133
53009,-93
53010,-49
53011,109
53012,-1
53013,-88
53014,-150
53015,-248
53016,-186
53017,-207
53018,10
53019,-44
53020,8
53021,-16
53022,9
53023,-68
53024,-63
53025,-125
53026,-66
53027,-60
53028,-12
53029,23
53030,-2
53031,11
53032,78
53033,38
53034,32
53035,80
53036,162
53037,213
53038,282
53039,238
53040,222
53041,200
53042,127
53043,79
53044,86
53045,91
53046,-25
53047,-65
53048,-168
53049,-141
53050,-174
53051,-149
53052,-74
53053,-44
53054,16
53055,5
53056,44
53057,-43
53058,-15
53059,-26
53060,26
53061,7
53062,58
53063,157
53064,6
53065,46
53066,56
53067,57
53068,110
53069,124
53070,111
53071,129
53072,147
53073,178
53074,174
53075,153
53076,155
53077,99
53078,23
53079,-48
53080,-81
53081,-132
53082,-136
53083,-24
53084,-88
53085,-142
53086,-120
53087,1
53088,65
53089,229
53090,215
53091,226
53092,96
53093,43
53094,-59
53095,-93
53096,-9
53097,26
53098,11
53099,-94
53100,-3
53101,-21
53102,59
53103,107
53104,61
53105,71
53106,-45
53107,-96
53108,-141
53109,-112
53110,-48
53111,-33
53112,-131
53113,-191
53114,-246
53115,-263
53116,-218
53117,-127
53118,7
53119,-26
53120,35
53121,-83
53122,-146
53123,-95
53124,-128
53125,-31
53126,-89
53127,-3
53128,0
53129,50
53130,74
53131,146
53132,124
53133,112
53134,114
53135,117
53136,137
53137,172
53138,185
53139,25
53140,-39
53141,-58
53142,-157
53143,-66
53144,-143
53145,-165
53146,-158
53147,-175
53148,-111
53149,30
53150,106
53151,297
53152,249
53153,165
53154,103
53155,71
53156,96
53157,68
53158,-6
53159,-34
53160,15
53161,88
53162,75
53163,144
53164,125
53165,217
53166,175
53167,161
53168,114
53169,210
53170,237
53171,281
53172,325
53173,195
53174,162
53175,170
53176,144
53177,-17
53178,-103
53179,-169
53180,-207
53181,-230
53182,-255
53183,-201
53184,-119
53185,-16
53186,0
53187,-77
53188,-72
53189,-24
53190,-10
53191,4
53192,-37
53193,-51
53194,-21
53195,-38
53196,-103
53197,-138
53198,-38
53199,77
53200,185
53201,186
53202,157
53203,206
53204,105
53205,161
53206,81
53207,107
53208,155
53209,163
53210,-9
53211,-143
53212,-151
53213,-194
53214,-151
53215,-180
53216,-125
53217,-169
53218,-187
53219,-263
53220,-368
53221,-287
53222,-240
53223,-88
53224,-53
53225,-93
53226,-49
53227,41
53228,99
53229,94
53230,42
53231,-10
53232,40
53233,36
53234,14
53235,19
53236,50
53237,199
53238,148
53239,206
53240,103
53241,137
53242,88
53243,18
53244,-96
53245,-63
53246,42
53247,63
53248,-19
53249,-129
53250,-54
53251,7
53252,8
53253,23
53254,49
53255,41
53256,58
53257,13
53258,50
53259,162
53260,280
53261,449
53262,443
53263,407
53264,193
53265,85
53266,80
53267,110
53268,215
53269,179
53270,230
53271,100
53272,8
53273,-173
53274,-176
53275,-133
53276,-14
53277,110
53278,-34
53279,-44
53280,-90
53281,-31
53282,-142
53283,-160
53284,-210
53285,-229
53286,-250
53287,-261
53288,-54
53289,-27
53290,24
53291,-39
53292,-48
53293,-38
53294,-2
53295,3
53296,-33
53297,47
53298,46
53299,135
53300,92
53301,91
53302,76
53303,46
53304,23
53305,14
53306,67
53307,59
53308,46
53309,-152
53310,-212
53311,-171
53312,-60
53313,3
53314,60
53315,75
53316,-57
53317,-94
53318,-150
53319,-112
53320,-151
53321,-104
53322,-133
53323,-119
53324,-129
53325,-103
53326,14
53327,-41
53328,115
53329,75
53330,89
53331,75
53332,30
53333,-9
53334,50
53335,136
53336,168
53337,265
53338,222
53339,274
53340,311
53341,247
53342,225
53343,71
53344,92
53345,-23
53346,-63
53347,-175
53348,-205
53349,-194
53350,-197
53351,-161
53352,-60
53353,-37
53354,-37
53355,-106
53356,-93
53357,-80
53358,-35
53359,34
53360,56
53361,17
53362,38
53363,81
53364,114
53365,122
53366,171
53367,202
53368,256
53369,192
53370,169
53371,53
53372,43
53373,-1
53374,41
53375,63
53376,76
53377,27
53378,-58
53379,-79
53380,-115
53381,-112
53382,-29
53383,-39
53384,-1
53385,-19
53386,39
53387,63
53388,24
53389,-2
53390,78
53391,76
53392,12
53393,17
53394,60
53395,161
53396,76
53397,104
53398,-19
53399,-84
53400,9
53401,2
53402,104
53403,125
53404,105
53405,60
53406,-23
53407,-141
53408,-100
53409,-86
53410,-146
53411,-130
53412,-114
53413,-72
53414,-46
53415,-45
53416,-164
53417,-128
53418,-180
53419,-135
53420,-59
53421,26
53422,26
53423,-116
53424,-136
53425,-198
53426,-226
53427,-102
53428,-23
53429,60
53430,87
53431,-24
53432,-50
53433,-76
53434,-21
53435,121
53436,125
53437,104
53438,51
53439,31
53440,76
53441,52
53442,71
53443,5
53444,-35
53445,-16
53446,-44
53447,2
53448,54
53449,123
53450,169
53451,130
53452,62
53453,4
53454,-7
53455,69
53456,32
53457,-42
53458,-30
53459,-38
53460,63
53461,49
53462,55
53463,80
53464,116
53465,194
53466,245
53467,260
53468,223
53469,202
53470,161
53471,104
53472,83
53473,63
53474,42
53475,45
53476,28
53477,67
53478,71
53479,88
53480,49
53481,-53
53482,-78
53483,-87
53484,-28
53485,-6
53486,4
53487,12
53488,-19
53489,-38
53490,-184
53491,-218
53492,-265
53493,-182
53494,-191
53495,-196
53496,-135
53497,-113
53498,-96
53499,-89
53500,-147
53501,-138
53502,-25
53503,75
53504,43
53505,29
53506,0
53507,72
53508,34
53509,59
53510,60
53511,40
53512,-19
53513,-68
53514,-85
53515,-80
53516,42
53517,36
53518,29
53519,-33
53520,-130
53521,-121
53522,-105
53523,-65
53524,-86
53525,-68
53526,-94
53527,-55
53528,-118
53529,-82
53530,-88
53531,-51
53532,-34
53533,-44
53534,53
53535,137
53536,150
53537,157
53538,83
53539,104
53540,160
53541,88
53542,58
53543,88
53544,115
53545,108
53546,90
53547,65
53548,12
53549,25
53550,-5
53551,67
53552,28
53553,55
53554,39
53555,-46
53556,-45
53557,63
53558,102
53559,104
53560,-8
53561,-60
53562,-86
53563,10
53564,60
53565,123
53566,79
53567,62
53568,60
53569,65
53570,168
53571,194
53572,127
53573,105
53574,96
53575,64
53576,141
53577,165
53578,212
53579,135
53580,89
53581,-34
53582,-145
53583,-92
53584,-80
53585,27
53586,-8
53587,-60
53588,-60
53589,-156
53590,-139
53591,-99
53592,-44
53593,-90
53594,-185
53595,-247
53596,-234
53597,-305
53598,-340
53599,-335
53600,-249
53601,-153
53602,-77
53603,32
53604,39
53605,58
53606,74
53607,105
53608,227
53609,311
53610,173
53611,98
53612,-23
53613,-10
53614,-1
53615,-43
53616,-58
53617,-134
53618,-23
53619,5
53620,60
53621,-7
53622,-33
53623,-55
53624,-150
53625,-180
53626,-108
53627,-143
53628,-48
53629,-66
53630,-148
53631,-118
53632,-115
53633,-8
53634,53
53635,140
53636,172
53637,216
53638,360
53639,313
53640,430
53641,393
53642,351
53643,294
53644,131
53645,72
53646,-11
53647,-88
53648,-141
53649,-138
53650,-245
53651,-146
53652,-176
53653,-64
53654,-92
53655,-107
53656,-6
53657,-77
53658,16
53659,-86
53660,-125
53661,-110
53662,-226
53663,-105
53664,-95
53665,-23
53666,-58
53667,18
53668,-89
53669,-57
53670,-16
53671,99
53672,182
53673,132
53674,125
53675,32
53676,79
53677,72
53678,135
53679,87
53680,118
53681,41
53682,-2
53683,64
53684,-61
53685,-9
53686,-35
53687,-64
53688,-16
53689,36
53690,129
53691,30
53692,-66
53693,-40
53694,-43
53695,-13
53696,75
53697,-36
53698,53
53699,-59
53700,-36
53701,-13
53702,43
53703,131
53704,101
53705,94
53706,25
53707,-20
53708,5
53709,-71
53710,14
53711,-8
53712,-27
53713,4
53714,16
53715,9
53716,24
53717,-64
53718,-104
53719,-178
53720,-201
53721,-189
53722,-268
53723,-177
53724,-201
53725,-169
53726,-234
53727,-188
53728,-28
53729,-32
53730,28
53731,-38
53732,-47
53733,22
53734,95
53735,97
53736,58
53737,31
53738,33
53739,33
53740,91
53741,103
53742,52
53743,76
53744,17
53745,51
53746,-60
53747,-112
53748,-139
53749,-261
53750,-142
53751,-140
53752,-51
53753,18
53754,55
53755,40
53756,9
53757,-47
53758,84
53759,149
53760,108
53761,-15
53762,-74
53763,62
53764,11
53765,145
53766,129
53767,183
53768,276
53769,186
53770,177
53771,120
53772,142
53773,272
53774,301
53775,280
53776,201
53777,163
53778,105
53779,81
53780,-14
53781,-74
53782,-94
53783,-132
53784,-232
53785,-273
53786,-258
53787,-252
53788,-101
53789,-95
53790,-62
53791,-79
53792,-72
53793,-48
53794,-93
53795,-26
53796,93
53797,83
53798,3
53799,-124
53800,-181
53801,-177
53802,-87
53803,51
53804,80
53805,97
53806,34
53807,-40
53808,-36
53809,-59
53810,20
53811,-35
53812,-48
53813,-116
53814,-126
53815,-193
53816,-269
53817,-211
53818,-186
53819,-145
53820,-101
53821,-175
53822,-225
53823,-149
53824,-158
53825,-73
53826,-10
53827,77
53828,150
53829,135
53830,177
53831,112
53832,102
53833,129
53834,127
53835,186
53836,123
53837,151
53838,204
53839,236
53840,248
53841,196
53842,141
53843,119
53844,34
53845,-5
53846,-28
53847,23
53848,86
53849,38
53850,-53
53851,-102
53852,-153
53853,-226
53854,-199
53855,-222
53856,-233
53857,-156
53858,-83
53859,-29
53860,-28
53861,-18
53862,-29
53863,-111
53864,-15
53865,-3
53866,-51
53867,-31
53868,-35
53869,-96
53870,-33
53871,-13
53872,46
53873,113
53874,144
53875,138
53876,107
53877,171
53878,203
53879,216
53880,213
53881,193
53882,47
53883,-65
53884,-129
53885,-165
53886,-164
53887,-113
53888,-78
53889,-64
53890,-13
53891,-23
53892,-18
53893,3
53894,33
53895,54
53896,-42
53897,-160
53898,-200
53899,-140
53900,-131
53901,-66
53902,-35
53903,51
53904,59
53905,8
53906,-19
53907,44
53908,169
53909,262
53910,222
53911,108
53912,50
53913,8
53914,18
53915,-33
53916,-30
53917,-49
53918,-82
53919,-109
53920,-188
53921,-177
53922,-95
53923,-67
53924,-50
53925,-139
53926,-154
53927,-142
53928,-63
53929,-42
53930,-34
53931,-46
53932,-19
53933,104
53934,62
53935,13
53936,-34
53937,-5
53938,14
53939,98
53940,127
53941,193
53942,193
53943,105
53944,57
53945,-5
53946,75
53947,73
53948,57
53949,-56
53950,-81
53951,-22
53952,-7
53953,43
53954,-6
53955,-115
53956,-132
53957,-176
53958,-235
53959,-200
53960,-234
53961,-169
53962,-164
53963,-125
53964,-25
53965,-69
53966,-24
53967,-2
53968,22
53969,9
53970,9
53971,26
53972,-27
53973,25
53974,57
53975,58
53976,97
53977,92
53978,119
53979,215
53980,117
53981,96
53982,-13
53983,-6
53984,55
53985,-18
53986,25
53987,-14
53988,21
53989,78
53990,64
53991,128
53992,55
53993,41
53994,66
53995,42
53996,99
53997,81
53998,-23
53999,-61
54000,-167
54001,-161
54002,-61
54003,-37
54004,139
54005,194
54006,191
54007,109
54008,103
54009,95
54010,22
54011,91
54012,37
54013,113
54014,149
54015,106
54016,50
54017,28
54018,15
54019,-17
54020,-67
54021,-111
54022,-149
54023,-130
54024,-93
54025,-168
54026,-138
54027,-147
54028,-90
54029,-30
54030,-109
54031,-99
54032,-171
54033,-207
54034,-174
54035,-119
54036,-68
54037,-103
54038,-86
54039,-86
54040,-54
54041,-15
54042,-12
54043,11
54044,84
54045,56
54046,73
54047,10
54048,3
54049,-18
54050,-168
54051,-270
54052,-361
54053,-372
54054,-324
54055,-283
54056,-166
54057,129
54058,236
54059,452
54060,561
54061,804
54062,888
54063,1165
54064,1542
54065,2158
54066,2038
54067,1012
54068,445
54069,949
54070,1377
54071,635
54072,51
54073,-366
54074,619
54075,1741
54076,1892
54077,1716
54078,1149
54079,-212
54080,-859
54081,-382
54082,-57
54083,-594
54084,-676
54085,-232
54086,-288
54087,-1157
54088,-1416
54089,-864
54090,-322
54091,538
54092,263
54093,-472
54094,-1649
54095,-1343
54096,-28
54097,14
54098,-1136
54099,-1308
54100,-556
54101,12
54102,-156
54103,-579
54104,-26
54105,437
54106,-368
54107,-755
54108,618
54109,921
54110,2194
54111,-500
54112,-363
54113,-1130
54114,670
54115,836
54116,699
54117,1044
54118,374
54119,-212
54120,174
54121,836
54122,-372
54123,1069
54124,623
54125,1625
54126,-247
54127,-385
54128,-1020
